price,Area,Location,latitude,longitude,No. of Bedrooms,Resale,VaastuCompliant,nearbyresources,essentials
120,957,Ghatkopar,19.0856928,72.9083668,2,0,1,1111101111101,11110
180,1462,Ghatkopar,19.0856928,72.9083668,3,0,1,1111101111101,11110
290,1350,Ghatkopar,19.0856928,72.9083668,3,1,0,1010000010000,11111
85,676,Ghatkopar,19.0856928,72.9083668,1,0,1,1111101110111,11110
585,3410,Ghatkopar East,19.0834898,72.9120255,4,0,0,1011101010101,11110
725,2014,Ghatkopar West,19.0897194,72.9045972,3,1,1,1111000010001,11111
175,1188,Ghatkopar West,19.0897194,72.9045972,2,1,0,1111100010001,11100
54,547,Ghodbunder Road,19.2949778,72.8877176,1,0,0,0000000000000,11110
54,547,Ghodbunder Road,19.2949778,72.8877176,1,0,0,0000000000000,11110
52,534,Godrej Hill,19.1116978,72.9234406,2,1,0,0000000000000,11110
33,342,Godrej Hill,19.1116978,72.9234406,1,1,0,0000000000000,11110
415,2195,Goregaon,19.16552495,72.8526144132675,3,0,1,1111100010001,11110
480,3230,Goregaon,19.16552495,72.8526144132675,4,0,1,1111100010001,11110
320,1950,Goregaon,19.16552495,72.8526144132675,3,0,1,1111101110101,11110
375,2195,Goregaon,19.16552495,72.8526144132675,3,0,1,1111101010001,11110
302,2153,Goregaon,19.16552495,72.8526144132675,3,0,1,1111100010001,11110
126,1012,Goregaon,19.16552495,72.8526144132675,2,0,1,1111110111011,11110
305,1717,Goregaon,19.16552495,72.8526144132675,3,0,1,1111001010001,11110
270,1695,Goregaon,19.16552495,72.8526144132675,3,0,1,1101100010001,11110
412,1872,Goregaon,19.16552495,72.8526144132675,4,0,1,1111001010001,11110
216,1579,Goregaon,19.16552495,72.8526144132675,3,0,1,1111100010001,11110
112,900,Goregaon East,19.1692623,72.8552548,2,1,1,1001000010000,11110
160,900,Goregaon East,19.1692623,72.8552548,2,1,1,0000010000001,01110
367,1675,Goregaon East,19.1692623,72.8552548,4,0,1,1111000010101,11110
294,1618,Goregaon East,19.1692623,72.8552548,3,0,0,0100000000000,00110
279,1404,Goregaon East,19.1692623,72.8552548,2,0,1,1111111111111,11110
290,1404,Goregaon East,19.1692623,72.8552548,2,0,1,1101111111111,11110
315,1620,Goregaon East,19.1692623,72.8552548,3,0,1,1111111111111,11110
30,340,Goregaon East,19.1692623,72.8552548,1,1,0,1010000000000,01110
46,545,Goregaon East,19.1692623,72.8552548,1,1,1,1111100111011,11110
250,1400,Goregaon East,19.1692623,72.8552548,3,1,0,0010000000000,11110
215,1500,Goregaon West,19.1633281,72.8411995,3,1,1,1101010111010,11110
255,1650,Goregaon West,19.1633281,72.8411995,3,0,0,0110000000000,11111
625,2665,Goregaon West,19.1633281,72.8411995,3,1,1,1111100010001,11111
181,1296,Goregaon West,19.1633281,72.8411995,2,0,1,1111111111111,11110
170,1270,Goregaon West,19.1633281,72.8411995,2,1,0,0100000000000,00000
238,1638,Goregaon West,19.1633281,72.8411995,3,0,1,1111111111111,11110
120,510,Goregaon West,19.1633281,72.8411995,1,1,0,0000000000000,00000
215,1500,Goregaon West,19.1633281,72.8411995,3,1,1,1101010111010,11110
365,2030,Goregaon West,19.1633281,72.8411995,3,0,1,1111111111111,11110
212,1465,Goregaon West,19.1633281,72.8411995,3,0,1,1111111111111,11110
215,1500,Goregaon West,19.1633281,72.8411995,3,1,1,1101010111010,11110
145,775,Goregaon West,19.1633281,72.8411995,2,0,1,1111111111111,11110
135,910,Goregaon West,19.1633281,72.8411995,2,0,1,1111111111111,11110
90,640,Goregaon West,19.1633281,72.8411995,1,0,1,1111111111111,11110
279,1656,Goregaon West,19.1633281,72.8411995,3,1,1,1111111111111,11110
816,3888,Goregaon West,19.1633281,72.8411995,4,1,1,1111111111111,11110
601,3585,Goregaon West,19.1633281,72.8411995,4,0,1,1111100010000,11110
257,1505,Goregaon West,19.1633281,72.8411995,3,0,1,1111100010000,11110
100,546,Goregaon West,19.1633281,72.8411995,1,1,0,1000000000000,10111
230,925,Haridas Nagar,19.2228658,72.8478346,3,1,0,0000000000000,11111
230,925,Haridas Nagar,19.2228658,72.8478346,3,1,0,0000000000000,11111
200,900,Haridas Nagar,19.2228658,72.8478346,2,1,1,1000010101011,11111
55,400,I C Colony,19.2467725,72.8489125,1,1,0,0010000000000,11110
167,1150,Jankalyan Nagar,19.1068579,72.8671624,2,1,1,0010000000000,01100
96,900,Jankalyan Nagar,19.1068579,72.8671624,1,1,1,0010000000000,01110
115,950,Jankalyan Nagar,19.1068579,72.8671624,2,1,1,0010000000000,01100
29,350,Jankalyan Nagar,19.1068579,72.8671624,1,1,1,0010000000000,01100
185,1038,Jogeshwari East,19.1429737,72.855068,2,0,0,1110000010001,10100
185,1038,Jogeshwari East,19.1429737,72.855068,2,0,0,1110000010001,10100
325,997,Jogeshwari East,19.1429737,72.855068,3,1,0,0010000000000,11110
165,750,Jogeshwari West,19.136394,72.8373817,2,1,0,0000000000000,01100
85,585,Jogeshwari West,19.136394,72.8373817,1,1,0,0000000000000,10110
165,750,Jogeshwari West,19.136394,72.8373817,2,1,0,0000000000000,01100
100,750,Jogeshwari West,19.136394,72.8373817,1,1,0,0000000000000,11110
110,750,Jogeshwari West,19.136394,72.8373817,1,1,0,0000000000000,11110
105,750,Jogeshwari West,19.136394,72.8373817,1,1,0,0000000000000,11110
85,750,Jogeshwari West,19.136394,72.8373817,1,1,0,0000000000000,11110
160,750,Jogeshwari West,19.136394,72.8373817,2,1,0,0000000000000,10110
110,756,Juhu,19.1070215,72.8275275,2,1,0,1111000010001,11110
601,1435,Juhu,19.1070215,72.8275275,3,0,0,1101000101010,11110
601,1435,Juhu,19.1070215,72.8275275,3,0,0,1101000101010,11110
195,1225,Kalpataru,19.2153515,72.8377569,2,1,0,0000000000000,11110
85,1000,Kalwa,19.1963236,72.9874123,2,0,0,1011001010001,11110
200,1145,Kalwa,19.1963236,72.9874123,2,1,0,0000000000000,11010
92,770,Kalwa,19.1963236,72.9874123,2,1,0,0000000000000,11010
53,560,Kalwa,19.1963236,72.9874123,1,1,0,0000000000000,11010
97,711,Kalwa,19.1963236,72.9874123,2,1,0,0000000000000,11010
66,488,Kalwa,19.1963236,72.9874123,1,1,0,0000000000000,11010
53,560,Kalwa,19.1963236,72.9874123,1,1,0,0000000000000,11010
97,711,Kalwa,19.1963236,72.9874123,2,1,0,0000000000000,11010
60,620,Kalwa,19.1963236,72.9874123,1,1,0,1000000010000,11110
75,650,Kalwa,19.1963236,72.9874123,1,1,0,1000000000000,11010
95,1056,Kalwa,19.1963236,72.9874123,2,1,0,1000000010000,11110
75,650,Kalwa,19.1963236,72.9874123,1,1,0,1000000000000,11010
75,650,Kalwa,19.1963236,72.9874123,1,1,0,1000000000000,11010
55,600,Kalwa,19.1963236,72.9874123,1,1,0,1000000010000,11110
56,630,Kalwa,19.1963236,72.9874123,1,1,0,1000000010000,11110
55,580,Kalwa,19.1963236,72.9874123,1,1,0,1000000010000,11110
39,670,Kalyan,19.2396742,73.1366482,1,0,0,0111101000001,11110
36,575,Kalyan,19.2396742,73.1366482,1,0,0,0100000101010,00100
500,7000,Kalyan,19.2396742,73.1366482,6,1,0,0000000000000,11010
36,575,Kalyan,19.2396742,73.1366482,1,0,0,0100000101010,00100
23,525,Kalyan East,19.2278526,73.1322955,1,1,1,1110101010001,11010
70,950,Kalyan West,19.240353,73.1252789,2,1,0,0000000000000,00000
75,1220,Kalyan West,19.240353,73.1252789,3,1,0,0010000010000,00010
67,1005,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
48,600,Kamothe,19.0164338,73.0806552,1,1,0,1000000000000,11110
69,900,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
54,620,Kamothe,19.0164338,73.0806552,1,1,0,1000000010000,11110
79,940,Kamothe,19.0164338,73.0806552,2,1,0,1000000010000,11110
49,650,Kamothe,19.0164338,73.0806552,2,1,0,1000000000000,11110
85,1100,Kamothe,19.0164338,73.0806552,2,1,0,1000000000000,11110
